epoch time,date & time,smell value,skewed latitude,skewed longitude,zipcode,smell description,symptoms,additional comments
1469277960,07/23/2016 08:46:00 -04:00,1,40.4284,-79.8829,15218,samsung victory w/alpha app loc. test,,
1469417649,07/24/2016 23:34:09 -04:00,3,40.4688,-79.9257,15206,,,
1469623923,07/27/2016 08:52:03 -04:00,1,40.4287,-79.8843,15218,app test,,
1469707378,07/28/2016 08:02:58 -04:00,2,40.4228,-79.9191,15217,,,
1469744953,07/28/2016 18:29:13 -04:00,3,40.4228,-79.9205,15217,sulfur,,
1469745487,07/28/2016 18:38:07 -04:00,2,40.4691,-79.9245,15206,,,
1469813616,07/29/2016 13:33:36 -04:00,4,40.4547,-79.9822,15222,diesel exhaust and railroad tar,,
1469924346,07/30/2016 20:19:06 -04:00,1,40.4476,-79.9144,15206,,,
1469978267,07/31/2016 11:17:47 -04:00,4,40.4711,-79.9595,15201,smells like burning tires,,
1470002575,07/31/2016 18:02:55 -04:00,1,40.448,-79.9147,15206,,,
1470096353,08/01/2016 20:05:53 -04:00,1,40.4468,-79.9169,15206,,,
1470168764,08/02/2016 16:12:44 -04:00,1,40.4744,-79.9596,15201,,,
1470231212,08/03/2016 09:33:32 -04:00,3,40.4314,-79.8939,15218,,,
1470231320,08/03/2016 09:35:20 -04:00,4,40.4435,-80.0007,15222,sulfur. winds ESE. folks noticed it at 6:45. ,,
1470327309,08/04/2016 12:15:09 -04:00,3,40.4431,-80.0081,15222,sulfury. winds se 6 mph ,,
1470393676,08/05/2016 06:41:16 -04:00,5,40.4225,-79.9226,15217,"smells like Clairton Coke works. Acrid, sulfurous, toxic brew. It was so bad that it woke me up and j had to close all the windows.",stuffy nose,
1470397469,08/05/2016 07:44:29 -04:00,3,40.4269,-79.8826,15218,clairton coal,,
1470398127,08/05/2016 07:55:27 -04:00,3,40.4687,-79.9254,15206,,,
1470398282,08/05/2016 07:58:02 -04:00,3,40.5108,-79.8691,15238,sulfur metal. winds from S at 6 mph ,,
1470419067,08/05/2016 13:44:27 -04:00,4,40.4558,-79.9807,15222,Diesel and dust.,hard to breathe in this,
1470436745,08/05/2016 18:39:05 -04:00,3,40.4512,-79.9168,15206,thick like exhaust,dry throat,
1470453614,08/05/2016 23:20:14 -04:00,5,40.4292,-79.8832,15218,does skunk count? made it way through air conditioners,,
1470498330,08/06/2016 11:45:30 -04:00,3,40.448,-79.9156,15206,very strange smell I'm not familiar with,,
1470748897,08/09/2016 09:21:37 -04:00,3,40.442,-80.0005,15222,sulfur.  se winds. ,,
1470760424,08/09/2016 12:33:44 -04:00,2,40.4207,-79.927,15217,mild industrial odor in the air. ,,
1470801188,08/09/2016 23:53:08 -04:00,3,40.422,-79.925,15217,"slight combustion smell. industrial. not normal Coke plant smell, but close.",,
1470811570,08/10/2016 02:46:10 -04:00,2,40.5105,-79.8697,15238,sulfur winds SE ,,
1470830409,08/10/2016 08:00:09 -04:00,2,40.4284,-79.8827,15218,Humid morning air has an industrial edge to it. Unpleasant. County airport reports South winds all night.,,
1470836778,08/10/2016 09:46:18 -04:00,1,40.4471,-79.9167,15206,,,
1470846917,08/10/2016 12:35:17 -04:00,3,40.4518,-79.986,15222,dirt and diesel,,
1470888809,08/11/2016 00:13:29 -04:00,3,40.5128,-79.8683,15238,sulfur. winds SSE 3 mph. ,,
1470890696,08/11/2016 00:44:56 -04:00,3,40.5128,-79.8681,15238,sulfur. winds were SSE at 3 mph at 12:15 am. my Dylos >900 outside ,,
1471279749,08/15/2016 12:49:09 -04:00,3,40.4282,-79.8826,15218,"Coal Tar smell currenty, no wind. Had high particle counts earlier in morning but no clearly definable smell.  Seemed corrosive in nature. That has since cleared.",,
1471281214,08/15/2016 13:13:34 -04:00,4,40.4546,-79.9836,15222,diesel exhaust,,
1471608838,08/19/2016 08:13:58 -04:00,3,40.4329,-79.9301,15217,sulphur ,,
1471609453,08/19/2016 08:24:13 -04:00,3,40.4635,-79.9349,15206,,,
1471610331,08/19/2016 08:38:51 -04:00,4,40.4209,-79.9261,15217,acrid industrial smell,,
1471611949,08/19/2016 09:05:49 -04:00,3,40.4463,-79.9156,15206,smells acrid like coal smoke,,
1471611982,08/19/2016 09:06:22 -04:00,4,40.4634,-79.9335,15206,Industrial fumes with light vehicle emissions. very very hazy. ,,
1471628503,08/19/2016 13:41:43 -04:00,3,40.4288,-79.8853,15218,"A late entry, when morning fog lifted odor became more apparent, 7:00 fog 9:00 industrial odor.",,
1471652872,08/19/2016 20:27:52 -04:00,1,40.4461,-79.9147,15208,,,
1471693994,08/20/2016 07:53:14 -04:00,3,40.4274,-79.8834,15218,Stale coal smell.,,
1471694652,08/20/2016 08:04:12 -04:00,2,40.4705,-79.9256,15206,,,
1471952759,08/23/2016 07:45:59 -04:00,4,40.433,-79.9274,15217,acrid,,
1471955797,08/23/2016 08:36:37 -04:00,2,40.4475,-79.9148,15206,a little coal smoke in the air,,
1471958929,08/23/2016 09:28:49 -04:00,3,40.4467,-79.9172,15206,stinks of coal. worse than I thought earlier,,
1471959678,08/23/2016 09:41:18 -04:00,3,40.452,-79.9057,15208,Metallic,,
1471961752,08/23/2016 10:15:52 -04:00,3,40.4267,-79.8852,15218,"Sulfur odor increasing, no wind here, county airport indicates light south.",,
1472040498,08/24/2016 08:08:18 -04:00,5,40.4335,-79.9276,15217,acrid industrial ,,
1472045424,08/24/2016 09:30:24 -04:00,3,40.4512,-79.9045,15208,Metallic ,,
1472045429,08/24/2016 09:30:29 -04:00,3,40.4539,-79.9059,15208,Metallic ,,
1472046527,08/24/2016 09:48:47 -04:00,2,40.4279,-79.8832,15218,"Light smell of coal, expected worse. No wind but county airport reports light see wind.",,
1472052295,08/24/2016 11:24:55 -04:00,4,40.4514,-79.9845,15222,The diesel is so strong walking down Penn Ave. that it's hard to breathe.,,
1472060164,08/24/2016 13:36:04 -04:00,3,40.4459,-79.9584,15213,,,
1472299720,08/27/2016 08:08:40 -04:00,1,40.4466,-79.9182,15206,,,
1472329708,08/27/2016 16:28:28 -04:00,3,40.4307,-79.9107,15217,pollution smell in Frick Park,,
1472388198,08/28/2016 08:43:18 -04:00,3,40.4519,-79.9053,15208,Metallic,,
1472390007,08/28/2016 09:13:27 -04:00,5,40.433,-79.9261,15217,acrid. industrial. ,,
1472508051,08/29/2016 18:00:51 -04:00,3,40.347,-79.9457,15122,,,
1472559424,08/30/2016 08:17:04 -04:00,1,40.4496,-79.917,15206,,,
1472642076,08/31/2016 07:14:36 -04:00,5,40.4348,-79.9295,15217,"acrid, industrial",,
1472643082,08/31/2016 07:31:22 -04:00,4,40.4693,-79.9253,15206,"slight burning, industrial smell. small particulate meter is at very elevated level. ",,
1472643617,08/31/2016 07:40:17 -04:00,4,40.4263,-79.8829,15218,Can now smell Clairton. No wind here but county airport reports see.,Early morning awakening.,
1472643651,08/31/2016 07:40:51 -04:00,5,40.4644,-79.9205,15206,horrendous sulfuric Coke smell at and infiltrating my toddler's daycare in East Liberty,,
1472644324,08/31/2016 07:52:04 -04:00,3,40.453,-79.9049,15208,Metallic,,
1472644730,08/31/2016 07:58:50 -04:00,3,40.4289,-79.9558,15213,,,
1472644840,08/31/2016 08:00:40 -04:00,4,40.4205,-79.9262,15217,sooty industrial smell,tickle in throat,
1472645343,08/31/2016 08:09:03 -04:00,3,40.4442,-79.9443,15213,,,
1472646007,08/31/2016 08:20:07 -04:00,5,40.4474,-79.9166,15206,Very strong smell which reeks of coal.,,
1472646713,08/31/2016 08:31:53 -04:00,4,40.4455,-79.9436,15213,,,
1472646920,08/31/2016 08:35:20 -04:00,5,40.4694,-79.9153,15206,industry,,
1472647472,08/31/2016 08:44:32 -04:00,4,40.4446,-79.9511,15213,Ashy,,
1472647480,08/31/2016 08:44:40 -04:00,4,40.4442,-79.948,15213,Ashy,,
1472647491,08/31/2016 08:44:51 -04:00,4,40.435,-79.8777,15218,a familiar smoke smell,,
1472647542,08/31/2016 08:45:42 -04:00,3,40.4548,-79.9469,15213,industrial,,
1472648181,08/31/2016 08:56:21 -04:00,3,40.4578,-79.9234,15206,"plastic like, burning",,
1472649189,08/31/2016 09:13:09 -04:00,5,40.4471,-79.9165,15206,,,
1472649279,08/31/2016 09:14:39 -04:00,4,40.4289,-79.9553,15213,,,
1472649346,08/31/2016 09:15:46 -04:00,5,40.4266,-79.884,15218,Smell is really strong now. No wind here. PM peaked at 205ug/m3!!!,Avoiding outdoor activity,
1472651024,08/31/2016 09:43:44 -04:00,4,40.4632,-79.9316,15206,,Shortness of breath. ,
1472651157,08/31/2016 09:45:57 -04:00,5,40.4466,-79.8605,15221,Strong coal smell.,,
1472654624,08/31/2016 10:43:44 -04:00,5,40.447,-79.916,15208,sulfur,2:00 am. lungs and nostrils burn and head hurts ,
1472680127,08/31/2016 17:48:47 -04:00,1,40.4471,-79.9155,15208,,,
1472732272,09/01/2016 08:17:52 -04:00,1,40.4462,-79.9499,15213,,,
1472733756,09/01/2016 08:42:36 -04:00,1,40.4394,-80.0038,15222,,,
1472734435,09/01/2016 08:53:55 -04:00,1,40.4528,-79.9141,15206,,,
1472746292,09/01/2016 12:11:32 -04:00,1,40.4209,-79.9263,15217,,,
1472912768,09/03/2016 10:26:08 -04:00,1,40.4475,-79.9167,15206,,,
1473060580,09/05/2016 03:29:40 -04:00,5,40.4201,-79.9181,15217,sulfur,"Woke me up out of a deep sleep, and my windows are closed",
1473086841,09/05/2016 10:47:21 -04:00,3,40.4287,-79.8839,15218,Coal smell no wind here but county airport reports generally SE,,
1473102952,09/05/2016 15:15:52 -04:00,2,40.4209,-79.9227,15217,slight industrial combustion smell all morning. ,,
1473155810,09/06/2016 05:56:50 -04:00,5,40.4206,-79.9239,15217,"Nasty, strong acrid industrial smell woke me up.",stuffy nose,
1473160788,09/06/2016 07:19:48 -04:00,5,40.447,-79.9152,15206,Acrid coal smell.,,
1473160996,09/06/2016 07:23:16 -04:00,4,40.4694,-79.9257,15206,same industrial smell as always. PM2.5 counts above 5000.,,
1473161941,09/06/2016 07:39:01 -04:00,4,40.4303,-79.9551,15213,,,
1473163606,09/06/2016 08:06:46 -04:00,4,40.4489,-79.9156,15208,sulfur and metallic also like something is burning,nasal passage discomfort and upper respiratory ,
1473163708,09/06/2016 08:08:28 -04:00,4,40.4542,-79.9422,15213,,,
1473163751,09/06/2016 08:09:11 -04:00,4,40.4519,-79.9441,15213,,,
1473163797,09/06/2016 08:09:57 -04:00,4,40.4531,-79.9461,15213,sulfur metal ,se wind ,
1473163978,09/06/2016 08:12:58 -04:00,4,40.4442,-79.9482,15213,"Ashy, like something burning ",,
1473165598,09/06/2016 08:39:58 -04:00,3,40.4241,-79.9192,15217,,,
1473165883,09/06/2016 08:44:43 -04:00,4,40.4438,-79.9495,15213,"Ashy, like something burning ","Eye irritation, shortness of breath",
1473165981,09/06/2016 08:46:21 -04:00,4,40.4613,-79.9312,15206,industrial smell in Friendship too ,,
1473167836,09/06/2016 09:17:16 -04:00,4,40.4555,-79.981,15222,acrid. coal and diesel,,
1473168012,09/06/2016 09:20:12 -04:00,3,40.4799,-79.9736,15209,,,
1473169276,09/06/2016 09:41:16 -04:00,3,40.4538,-79.9052,15208,Metallic industrial odor,,
1473170713,09/06/2016 10:05:13 -04:00,3,40.4795,-79.9718,15209,Industrial,,
1473171595,09/06/2016 10:19:55 -04:00,4,40.4285,-79.9183,15217,industrial,,
1473281017,09/07/2016 16:43:37 -04:00,3,40.457,-79.9805,15222,,,
1473426892,09/09/2016 09:14:52 -04:00,3,40.4628,-79.956,15224,,,
1473595858,09/11/2016 08:10:58 -04:00,1,40.4474,-79.915,15206,,,
1473613868,09/11/2016 13:11:08 -04:00,4,40.4645,-79.978,15222,Sewage ,,
1473613906,09/11/2016 13:11:46 -04:00,1,40.4571,-79.979,15222,,rr3,
1473613906,09/11/2016 13:11:46 -04:00,1,40.4567,-79.9789,15222,,rr3,
1473624641,09/11/2016 16:10:41 -04:00,1,40.4487,-79.9125,15208,,,
1473633760,09/11/2016 18:42:40 -04:00,1,40.5106,-79.8707,15238,,,
1473688255,09/12/2016 09:50:55 -04:00,1,40.4326,-79.8782,15218,,,
1473693691,09/12/2016 11:21:31 -04:00,2,40.4432,-79.9267,15217,,,
1473695078,09/12/2016 11:44:38 -04:00,3,40.4557,-79.9828,15222,,,
1473695962,09/12/2016 11:59:22 -04:00,2,40.4408,-80.0006,15222,industrial sulfur. winds from SE at 7 mph ,,
1473724849,09/12/2016 20:00:49 -04:00,3,40.4568,-79.939,15224,"Sulfur smell, rotten eggs",Na,
1473767101,09/13/2016 07:45:01 -04:00,3,40.4335,-79.9281,15217,industrial,,
1473767357,09/13/2016 07:49:17 -04:00,4,40.4215,-79.924,15217,"Nasty, acrid, industrial coking smell. My Awair device sensed high VOC's at around 3 and 5am.","stuffy nose, but not stuffy enough to block the smell.",
1473768342,09/13/2016 08:05:42 -04:00,3,40.4695,-79.9244,15206,,,
1473769592,09/13/2016 08:26:32 -04:00,3,40.4613,-79.9201,15206,,,
1473769660,09/13/2016 08:27:40 -04:00,3,40.4217,-79.9213,15217,sulfur,,
1473770422,09/13/2016 08:40:22 -04:00,3,40.427,-79.8854,15218,Clairton coke plant. No wind here but co. airport reports S 7mph last 3 hrs.,,
1473834728,09/14/2016 02:32:08 -04:00,5,40.4218,-79.926,15217,"Horrible, acrid, industrial burning smell. Awair device shows VOC's are higher than last night!",,
1473843990,09/14/2016 05:06:30 -04:00,4,40.4287,-79.8849,15218,"Awakened to smell of sulfur coming into house. No wind here, co. airport had S winds but is now still.",Awakening.,
1473846678,09/14/2016 05:51:18 -04:00,3,40.4493,-79.9101,15208,,,
1473850286,09/14/2016 06:51:26 -04:00,5,40.4706,-79.9254,15206,heavy Coke smell streaming through windows,,
1473851480,09/14/2016 07:11:20 -04:00,4,40.5116,-79.8681,15238,sulfur industrial ,,
1473852523,09/14/2016 07:28:43 -04:00,5,40.4326,-79.8757,15218,,,
1473853950,09/14/2016 07:52:30 -04:00,3,40.4466,-79.9174,15206,burnt coal smell,,
1473854223,09/14/2016 07:57:03 -04:00,4,40.4512,-79.9145,15206,burning metal,headache,
1473855868,09/14/2016 08:24:28 -04:00,3,40.4502,-79.9413,15232,sulfur,,
1473856011,09/14/2016 08:26:51 -04:00,4,40.423,-79.9206,15217,,,
1473856113,09/14/2016 08:28:33 -04:00,3,40.4439,-79.9462,15213,,,
1473856718,09/14/2016 08:38:38 -04:00,4,40.4482,-79.9153,15206,acrid,coughing ,
1473896395,09/14/2016 19:39:55 -04:00,1,40.4492,-79.9115,15208,,,
1473940970,09/15/2016 08:02:50 -04:00,1,40.4493,-79.9159,15206,nice clean smelling air this morning!,,
1473944196,09/15/2016 08:56:36 -04:00,1,40.427,-79.8828,15218,Ideal,,
1473948100,09/15/2016 10:01:40 -04:00,4,40.4547,-79.9808,15222,diesel exhaust,,
1473990056,09/15/2016 21:40:56 -04:00,1,40.423,-79.9255,15217,air smells fresh and clean,delight,
1474032690,09/16/2016 09:31:30 -04:00,1,40.448,-79.9138,15206,,,
1474034475,09/16/2016 10:01:15 -04:00,1,40.452,-80.0061,15212,,,
1474034607,09/16/2016 10:03:27 -04:00,4,40.4558,-79.9831,15222,diesel exhaust,"diesel so thick, it's hard to breathe",
1474035202,09/16/2016 10:13:22 -04:00,2,40.4282,-79.8855,15218,Acrid,,
1474039733,09/16/2016 11:28:53 -04:00,2,40.4298,-79.9137,15217,slightly sour,,
1474042001,09/16/2016 12:06:41 -04:00,4,40.5117,-79.8693,15238,sulfur metal. S winds 8 mph,yes,
1474042032,09/16/2016 12:07:12 -04:00,4,40.5108,-79.8716,15238,sulfur metal. winds s 8 mph ,,
1474045444,09/16/2016 13:04:04 -04:00,3,40.422,-79.9255,15217,Slightly acidic and metallic aroma. My Awair sensor showed slightly elevated VOC's,,
1474110593,09/17/2016 07:09:53 -04:00,3,40.4684,-79.9256,15206,Coke pollution,,
1474141631,09/17/2016 15:47:11 -04:00,3,40.5105,-79.871,15238,sulfur and moth bally,yes,
1474141674,09/17/2016 15:47:54 -04:00,3,40.5117,-79.869,15238,sulfur and mothbally. winds from south 8 mph,yes ,
1474141754,09/17/2016 15:49:14 -04:00,3,40.511,-79.8684,15238,sulfur. winds from south 8 mph,yes ,
1474163164,09/17/2016 21:46:04 -04:00,3,40.4224,-79.923,15217,metallic smoky smell. slight uptick of VOC's on the Awair. In the 300's.,,
1474164351,09/17/2016 22:05:51 -04:00,3,40.4487,-79.9169,15206,,,
1474207068,09/18/2016 09:57:48 -04:00,1,40.446,-79.9032,15208,,,
1474217057,09/18/2016 12:44:17 -04:00,1,40.421,-79.9259,15217,,,
1474279954,09/19/2016 06:12:34 -04:00,3,40.3654,-80.066,15243,chemicals - like fertilizer,,
1474309214,09/19/2016 14:20:14 -04:00,1,40.4525,-80.0035,15212,,,
1474371080,09/20/2016 07:31:20 -04:00,4,40.4488,-79.9159,15208,ammonia? bleach?,cough,
1474377177,09/20/2016 09:12:57 -04:00,1,40.4478,-79.9166,15206,,,
1474385399,09/20/2016 11:29:59 -04:00,3,40.4277,-79.8839,15218,"Mixxed wood and coal, no wind last 3hrs., PM and CO2 levels high",Smelled it while working outside.  Not pleasant. Gone inside for the time being.,
1474457827,09/21/2016 07:37:07 -04:00,1,40.4485,-79.9141,15206,,,
1474489198,09/21/2016 16:19:58 -04:00,1,40.4425,-79.9461,15213,,,
1474494359,09/21/2016 17:45:59 -04:00,1,40.4438,-79.9448,15213,Android test,,
1474495914,09/21/2016 18:11:54 -04:00,3,40.4556,-79.9806,15222,,,
1474558762,09/22/2016 11:39:22 -04:00,2,40.4415,-80.0012,15122,sulfury. SE winds ,,
1474630310,09/23/2016 07:31:50 -04:00,3,40.4686,-79.9243,15206,7:30am pollution smell slowly getting stronger. small particle counts increasing from low 2000s to mid/high 2000s,,
1474631698,09/23/2016 07:54:58 -04:00,5,40.4524,-79.9433,15213,sulfur metal,yes,
1474632104,09/23/2016 08:01:44 -04:00,3,40.461,-79.9385,15232,"Light sulfur, tar",,
1474632270,09/23/2016 08:04:30 -04:00,3,40.4303,-79.9565,15213,,,
1474632821,09/23/2016 08:13:41 -04:00,4,40.451,-79.9386,15232,,,
1474632854,09/23/2016 08:14:14 -04:00,4,40.4579,-79.9314,15206,,,
1474632881,09/23/2016 08:14:41 -04:00,5,40.4205,-79.9261,15217,"amazingly bad smell. industrial, sulphur. HORRIBLE!!",Anger. Violated.,
1474633148,09/23/2016 08:19:08 -04:00,4,40.4686,-79.9265,15206,industrial pollution. ,,
1474633168,09/23/2016 08:19:28 -04:00,3,40.4493,-79.9123,15208,,,
1474633623,09/23/2016 08:27:03 -04:00,4,40.4304,-79.9541,15213,,,
1474633873,09/23/2016 08:31:13 -04:00,3,40.4632,-79.9607,15224,,,
1474634838,09/23/2016 08:47:18 -04:00,2,40.4509,-79.982,15222,,,
1474635696,09/23/2016 09:01:36 -04:00,5,40.4639,-79.9326,15206,,,
1474635892,09/23/2016 09:04:52 -04:00,3,40.4275,-79.8842,15218,Clairton coal smell.,,
1474635970,09/23/2016 09:06:10 -04:00,3,40.4597,-79.925,15206,sulfur,,
1474636950,09/23/2016 09:22:30 -04:00,4,40.4635,-79.9595,15224,,,
1474640449,09/23/2016 10:20:49 -04:00,4,40.4479,-79.9163,15206,acrid coal like smell,,
1474640570,09/23/2016 10:22:50 -04:00,3,40.4559,-79.98,15222,,,
1474766404,09/24/2016 21:20:04 -04:00,1,40.4465,-80.0051,15212,,,
1474807688,09/25/2016 08:48:08 -04:00,1,40.4463,-79.9167,15206,,,
1474810158,09/25/2016 09:29:18 -04:00,1,40.4218,-79.9229,15217,lovely! clean air!,happy,
1474893179,09/26/2016 08:32:59 -04:00,5,40.4215,-79.9185,15217,sulfur,,
1474896758,09/26/2016 09:32:38 -04:00,4,40.4324,-79.9239,15217,,,
1474898892,09/26/2016 10:08:12 -04:00,3,40.4545,-79.9826,15222,diesel and dust,,
1474983025,09/27/2016 09:30:25 -04:00,1,40.4484,-79.9177,15206,,,
1475023840,09/27/2016 20:50:40 -04:00,1,40.4294,-79.9147,15217,,,
1475024326,09/27/2016 20:58:46 -04:00,1,40.4283,-79.9157,15217,,,
1475027244,09/27/2016 21:47:24 -04:00,2,40.4494,-79.9168,15206,"coal smell, faint",,
1475035060,09/27/2016 23:57:40 -04:00,3,40.469,-79.9271,15206,,,
1475077651,09/28/2016 11:47:31 -04:00,2,40.4518,-79.9091,15208,Damp wood,,
1475078587,09/28/2016 12:03:07 -04:00,1,40.4311,-79.9695,15219,,,
1475078936,09/28/2016 12:08:56 -04:00,1,40.4785,-80.016,15214,,,
1475079978,09/28/2016 12:26:18 -04:00,1,40.3156,-79.987,15129,,,
1475082338,09/28/2016 13:05:38 -04:00,1,40.6413,-79.9397,15044,,,
1475084481,09/28/2016 13:41:21 -04:00,1,40.4423,-79.9457,15213,,,
1475087543,09/28/2016 14:32:23 -04:00,1,40.6584,-79.9438,15044,,,
1475088003,09/28/2016 14:40:03 -04:00,2,40.4558,-79.982,15222,Diesel and dust.,,
1475093216,09/28/2016 16:06:56 -04:00,1,40.4325,-79.8921,15218,,,
1475104090,09/28/2016 19:08:10 -04:00,3,40.4388,-79.8741,15221,,,
1475104107,09/28/2016 19:08:27 -04:00,3,40.4408,-79.8752,15221,,,
1475107725,09/28/2016 20:08:45 -04:00,1,40.437,-79.9228,15217,,,
1475113147,09/28/2016 21:39:07 -04:00,1,40.4292,-79.956,15213,,,
1475116108,09/28/2016 22:28:28 -04:00,1,40.4528,-79.9293,15232,,,
1475118254,09/28/2016 23:04:14 -04:00,1,40.3829,-80.0354,15228,,,
1475118841,09/28/2016 23:14:01 -04:00,1,40.4306,-79.9237,15217,,,
1475119739,09/28/2016 23:28:59 -04:00,1,40.4717,-79.964,15201,,,
1475153272,09/29/2016 08:47:52 -04:00,1,40.4658,-79.923,15206,,,
